"","rest_id","rest_name","area","orders","Locality","area_code","cuisine","cft","LatLong","cluster","week"
"112.323",5065,"Sweet Obsession","DLF Phase 4",10,"Dlf Phase 1",87,"Desserts,Italian,Mexican,Cafe,Thai,Bakery","<= 250","28.465925,77.099559","11",2
"112.1910",17879,"Cafe Coffee Day","DLF Phase 4",40,"DLF Phase 1",87,"Fast Food,Cafe","> 250 & <= 500","28.47070605,77.10238179999999","11",2
"112.2097",18765,"Food4U!","DLF Phase 4",10,"Silver Oaks Appartments",87,"Chinese,Indian","> 250 & <= 500","28.47549,77.10320000000002","11",2
"112.2250",19416,"Subway","DLF Phase 4",151,"DLF Phase 1",87,"American,Fast Food","> 250 & <= 500","28.4714021,77.10217549999993","11",2
"112.3369",24220,"Domino's Pizza","DLF Phase 4",0,"Quatab Plaza",87,"Pizzas","> 2500","28.4719659000,77.1024452000","11",2
"112.3541",24970,"Tamil Nadu South Corner","DLF Phase 4",53,"Qutub plaza",87,"South Indian","<= 250","28.4721075,77.10183430000006","11",2
"112.4314",29123,"Royal Spice","DLF Phase 4",4,"G Block, DLF Phase 1",87,"Chinese,Indian","> 250 & <= 500","28.4746672,77.1050189","11",2
"122.775",10603,"Tibb's Frankie","DLF Phase 4",105,"Galleria market",87,"Fast Food","> 250 & <= 500","28.467712,77.08160299999997","12",2
"122.2753",21356,"Barista","DLF Phase 4",63,"DLF Galleria",87,"Cafe,Beverages","> 250 & <= 500","28.467464,77.08178499999985","12",2
"122.3437",24555,"The Cakecity Patisserie","DLF Phase 4",64,"DLF Galleria",87,"Desserts","<= 250","28.4679828,77.08138729999996","12",2
"122.3590",25341,"Thaalicious by Handi Xpress","DLF Phase 4",233,"Galleria Market",87,"North Indian,Chinese","<= 250","28.4679671,77.0815571","12",2
"122.58",1015,"Fork with Sticks","DLF Phase 4",78,"DLF Phase 4",87,"Chinese","> 250 & <= 500","28.467533,77.08182799999986","12",2
"122.319",5046,"Bernardos","DLF Phase 4",11,"Super Mart 1",87,"Goan","<= 250","28.4626185,77.08722910000006","12",2
"122.562",8642,"Burger Point","DLF Phase 4",747,"Galleria Market",87,"Fast Food","<= 250","28.467409,77.082268","12",2
"122.1852",17783,"Firangi Tadka","DLF Phase 4",10,"Supermart-1",87,"North Indian,Continental","> 2500","28.462609,77.08739600000001","12",2
"122.2982",22341,"Coastal Reef","DLF Phase 4",390,"Galleria Market",87,"South Indian,Seafood,Coastal","> 2500","28.467533,77.08182799999986","12",2
"132.725",10300,"Bengali By Nature","DLF Phase 4",197,"Maruti Vihar",87,"North Indian,Bengali","> 250 & <= 500","28.476643,77.08262100000002","13",2
"132.729",10307,"Handi Xpress (MG Road)","DLF Phase 4",157,"Saraswati Vihar",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4761827,77.08273380000003","13",2
"132.1817",17281,"Mucchad's SamosaZz & More","DLF Phase 4",765,"Maruti Vihar",87,"North Indian,Fast Food,Mughlai,Street Food","<= 250","28.47532884936584,77.08215503704832","13",2
"132.2098",18768,"Yo! Dimsum","DLF Phase 4",32,"Chakkarpur",87,"Chinese,Fast Food","<= 250","28.473390,77.080938","13",2
"132.2746",21349,"Barista Creme Lavazza","DLF Phase 4",3,"MGF Metropolis Mall",87,"Cafe,Beverages","> 250 & <= 500","28.479020879181395,77.0821823402282","13",2
"132.2752",21355,"Barista","DLF Phase 4",2,"DLF Mega Mall",87,"Cafe,Beverages","> 250 & <= 500","28.4757269,77.0908928","13",2
"132.3614",25372,"Mezbaan's","DLF Phase 4",9,"Saraswati Vihar",87,"Chinese,Mughlai,Indian","<= 250","28.4756967,77.0824831","13",2
"132.3671",25758,"Spicy Patola","DLF Phase 4",36,"Chakarpur",87,"Chinese,Mughlai,Indian","> 250 & <= 500","28.473566,77.080018","13",2
"132.3800",26381,"The Rolling Kitchen","DLF Phase 4",2,"Chaderlok",87,"Lebanese","> 250 & <= 500","28.472015,77.08054700000002","13",2
"142.32",842,"Yo! China","DLF Phase 4",61,"Phase 4",87,"Chinese","> 2500","28.462462,77.08728300000007","14",2
"142.340",5337,"Pizza Central","DLF Phase 4",155,"DLF Phase 4",87,"Fast Food,Pizzas","> 250 & <= 500","28.462542,77.08730500000001","14",2
"142.379",6045,"Giani's","DLF Phase 4",193,"DLF Phase 4",87,"Desserts,Ice Cream","<= 250","28.462433,77.08729500000004","14",2
"142.428",7292,"Udaipuri","DLF Phase 4",19,"DLF Phase 4",87,"Chinese,Rajasthani","> 250 & <= 500","28.462418,77.08728300000007","14",2
"142.4189",28300,"Purani Dilli's Al Karam Kebab House","DLF Phase 4",11,"Supermart 1, Phase 4",87,"Mughlai","> 250 & <= 500","28.462537,77.08713799999998","14",2
"152.69",1182,"Khyen Chyen","DLF Phase 4",6,"Cross point mall, Dlf Phase4",87,"Kashmiri","> 250 & <= 500","28.46830781076378,77.08362265831852","15",2
"152.159",1894,"Bunker","DLF Phase 4",392,"DLF Phase 4, Gurgaon",87,"North Indian,Chinese,Continental","<= 250","28.468227,77.08367299999998","15",2
"152.975",11667,"Big Wong","DLF Phase 4",152,"Galleria",87,"Chinese,Thai","<= 250","28.468342,77.083394","15",2
"152.2602",20909,"7 Barrel Brew Pub","DLF Phase 4",1,"DLF Phase 1",87,"North Indian,Chinese,Continental,Italian,Japanese","> 250 & <= 500","28.476096,77.09312399999999","15",2
"152.3425",24540,"Sip n Bite","DLF Phase 4",7,"DLF Mega Mall",87,"Continental,Mughlai,Indian","> 2500","28.4763644,77.09377900000004","15",2
"152.3431",24546,"Wai Yu Mun Ching","DLF Phase 4",28,"DLF Mega Mall",87,"Chinese,Thai","> 2500","28.4763644,77.09377900000004","15",2
"162.731",10309,"Handi Xpress","DLF Phase 4",337,"Galleria Market, DLF Phase 4",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.467419,77.08167200000003","16",2
"162.990",11761,"One Dollar Curry","DLF Phase 4",811,"Galleria Market",87,"Chinese,Indian","<= 250","28.467523,77.08165600000007","16",2
"162.2077",18734,"Keventers","DLF Phase 4",336,"Galleria Market",87,"Beverages","> 250 & <= 500","28.467252,77.08197700000005","16",2
"162.2618",20968,"Ovenstory Pizza","DLF Phase 4",12,"Sushant Lok",87,"Pizzas","> 2500","28.460827,77.07900500000005","16",2
"162.3803",26385,"Baba Banarsi","DLF Phase 4",77,"Galleria Market",87,"Street Food","<= 250","28.467419,77.08167200000003","16",2
"162.4094",27885,"Mohit's Shop","DLF Phase 4",0,"Shushant Shopping Arcade",87,"Snacks","<= 250","28.4609431,77.07952460000001","16",2
"13.318",5044,"Coriander Leaf","DLF Phase 4",20,"MG Road",87,"North Indian,Mughlai,Pakistani","<= 250","28.478293,77.08088680000003","1",3
"13.506",8271,"Cafe Kangaroos","DLF Phase 4",6,"Sohna Road",87,"Australian","<= 250","28.468185,77.08568100000002","1",3
"13.1706",16446,"Pind Balluchi","DLF Phase 4",150,"Mega Mall",87,"Indian","> 2500","28.475835,77.09310099999993","1",3
"13.3419",24530,"Chawla Dilliwala","DLF Phase 4",43,"Supermart 1, Phase 4",87,"Chinese,Indian","> 250 & <= 500","28.46798,77.08581300000003","1",3
"13.4301",29041,"Rumi's Kitchen","DLF Phase 4",47,"Phase 4",87,"Biryani,Indian,Awadhi","> 2500","28.4697,77.08760699999993","1",3
"23.1",728,"Ambarsariya","DLF Phase 4",47,"Supermart I",87,"North Indian","> 250 & <= 500","28.461750,77.088089","2",3
"23.164",1903,"Giani","DLF Phase 4",624,"Supermart I",87,"Desserts,Ice Cream","> 250 & <= 500","28.462426,77.08739100000003","2",3
"23.181",2036,"Hungry Buffoons","DLF Phase 4",10,"Golfcourse road",87,"North Indian,Italian,Mexican","> 250 & <= 500","28.461185,77.09548700000005","2",3
"23.1855",17787,"Kaiser","DLF Phase 4",303,"Supermart-1",87,"Mughlai","> 2500","28.461544,77.08880699999997","2",3
"23.3048",22675,"19 Flavours Biryani","DLF Phase 4",140,"Global Foyer Mall",87,"Biryani","> 2500","28.461423,77.094697","2",3
"23.3271",23880,"Habibi","DLF Phase 4",7,"Supermart 1",87,"Lebanese,Indian","> 250 & <= 500","28.4621956,77.08749899999998","2",3
"23.3581",25264,"Bamboo Boat","DLF Phase 4",5,"Supermart 2",87,"Chinese,Thai,Asian","> 2500","28.4613639,77.08889099999999","2",3
"23.3592",25343,"Creambell Icecream","DLF Phase 4",62,"behind supermart 2",87,"Ice Cream","<= 250","28.4612389,77.08863999999994","2",3
"23.3801",26382,"Anandini Himalay Tea","DLF Phase 4",0,"Sushant Shopping Arcade",87,"Cafe","> 250 & <= 500","28.460539,77.07963599999994","2",3
"33.103",1488,"WoW - Vada Pav & More","DLF Phase 4",170,"Sushant Shopping Arcade",87,"Fast Food,Street Food","<= 250","28.460676,77.07887400000004","3",3
"33.123",1658,"Frsh.com","DLF Phase 4",837,"Huda City",87,"Continental,Healthy Food","> 250 & <= 500","28.460769,77.078889","3",3
"33.322",5064,"Mitraao","DLF Phase 4",144,"Sector 56",87,"North Indian","> 2500","28.460815,77.079023","3",3
"33.2247",19409,"Subway","DLF Phase 4",346,"Sushant Shopping Arcade",87,"Healthy Food","> 250 & <= 500","28.460255,77.07894899999997","3",3
"33.4229",28536,"Firangi Bake","DLF Phase 4",1,"Shushant  Shopping Arcade",87,"Continental,Italian,Mexican,Spanish","> 2500","28.460825,77.079008","3",3
"33.4263",28734,"New Town Cafe - Park Plaza","DLF Phase 4",3,"DLF Phase-4",87,"Chinese,Continental,Indian","<= 250","28.4593680,77.0758280","3",3
"43.11",766,"Biryani Blues","DLF Phase 4",436,"Supermart I",87,"Biryani,Hyderabadi","> 2500","28.462238,77.08719799999994","4",3
"43.21",792,"Oriental Fusion","DLF Phase 4",90,"Phase 4",87,"Chinese,Thai,Indonesian,Malaysian","> 250 & <= 500","28.462297,77.08718599999997","4",3
"43.51",889,"Kolkata Biryani House","DLF Phase 4",215,"Sushant Lok",87,"North Indian,Biryani,Fast Food","> 2500","28.462481,77.08715000000007","4",3
"43.1818",17282,"Jarfull","DLF Phase 4",129,"Sushant Shopping Arcade",87,"Desserts,South Indian","<= 250","28.460539,77.07963599999994","4",3
"43.2554",20676,"Nuterro","DLF Phase 4",19,"Sushant Shopping Arcade",87,"Continental,Italian,Indian,Healthy Food","> 2500","28.460539,77.07963599999994","4",3
"53.73",1195,"Mughal Sarai","DLF Phase 4",30,"Sikandarpur Mkt , M G Road",87,"North Indian,Mughlai","> 2500","28.47941536215825,77.10681346881302","5",3
"53.252",4274,"Pita Pit","DLF Phase 4",45,"DLF Phase 1",87,"Healthy Food","> 2500","28.4774369,77.10084310000002","5",3
"53.2325",19849,"Your Second Wife","DLF Phase 4",100,"cyber city",87,"North Indian","> 2500","28.479577086546268,77.09192658728034","5",3
"53.2751",21354,"Barista","DLF Phase 4",12,"Global Business Park",87,"Cafe,Beverages","> 250 & <= 500","28.48137484826864,77.10209806906437","5",3
"53.3587",25338,"Asian Haus","DLF Phase 4",44,"H Block, DLF Phase 1",87,"Chinese,Thai,Vietnamese,Asian,Japanese,Malaysian","<= 250","28.477984,77.10009200000002","5",3
"63.106",1491,"Golden Dragon","DLF Phase 4",12,"DLF Mall",87,"Chinese,Seafood,Asian,Japanese","<= 250","28.476716,77.09326299999998","6",3
"63.393",6244,"Burger Singh","DLF Phase 4",1121,"Sushant Lok 1",87,"Fast Food","> 2500","28.468291,77.07486599999993","6",3
"63.976",11668,"Pizza Hut","DLF Phase 4",128,"Sushant Lok",87,"Fast Food,Pizzas","> 250 & <= 500","28.468441,77.07431900000006","6",3
"63.2249",19414,"Subway","DLF Phase 4",472,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.4676142,77.08140389999994","6",3
"63.2478",20416,"Oh Teri! Indian Kitchen","DLF Phase 4",401,"Galleria Complex",87,"North Indian","> 250 & <= 500","28.4672518,77.0798317","6",3
"63.2600",20907,"Fu.D","DLF Phase 4",822,"Vipul Square",87,"Fast Food","<= 250","28.464828,77.078667","6",3
"63.3059",22689,"Lazeez Food","DLF Phase 4",26,"Galleria Market",87,"North Indian,Mughlai","> 250 & <= 500","28.4666576,77.08120250000002","6",3
"63.3137",23055,"Movenpick","DLF Phase 4",22,"Galleria Market, right side of ccd",87,"Desserts","> 2500","28.4674315,77.08121419999998","6",3
"73.9",742,"Goli Vada Pav No. 1","DLF Phase 4",180,"Phase 1",87,"Maharashtrian","<= 250","28.460113,77.084067","7",3
"73.193",2272,"Kathi Junction","DLF Phase 4",66,"Vyapar kendra",87,"North Indian,Fast Food","> 250 & <= 500","28.4605617,77.08373129999995","7",3
"73.668",9838,"Shree Shyam Restaurant","DLF Phase 4",127,"DLF Phase 4",87,"North Indian","> 250 & <= 500","28.453153,77.08113000000003","7",3
"73.1009",11790,"Romi Da Dhaba","DLF Phase 4",438,"Sushant Vyapar Kendraa",87,"North Indian","<= 250","28.459796,77.08373699999993","7",3
"73.1221",12925,"Burgz Bee","DLF Phase 4",228,"Vyapar Kendra - Sushant lok 1",87,"Fast Food","<= 250","28.459842,77.084204","7",3
"73.1676",16266,"Sham Sweets","DLF Phase 4",163,"Sushant Lok",87,"Sweets","<= 250","28.46037,77.08375799999999","7",3
"73.1751",16831,"Wah Ji Wah","DLF Phase 4",81,"Vyapar Kendra - Sushant lok 1",87,"North Indian","> 250 & <= 500","28.460613,77.08328200000005","7",3
"73.2905",22018,"Lockup","DLF Phase 4",144,"DLF Phase 4",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4599251,77.08343450000007","7",3
"73.3549",24980,"Curry n Phulka","DLF Phase 4",151,"Sushant Vyapar Kendra",87,"North Indian,Chinese","> 250 & <= 500","28.46037,77.08375799999999","7",3
"83.70",1183,"Madhuban- Sattvic South Indian Restaurant","DLF Phase 4",290,"DLF Phase 4",87,"South Indian","> 2500","28.46834,77.08338000000003","8",3
"83.324",5068,"Chaat Chowk","DLF Phase 4",257,"DLF Phase 4",87,"Street Food","> 250 & <= 500","28.467153,77.08209549999992","8",3
"83.2194",19100,"Faasos","DLF Phase 4",328,"Sushant Lok",87,"North Indian,Fast Food","> 2500","28.460827,77.07900799999993","8",3
"83.3052",22679,"Harit Hub","DLF Phase 4",25,"Galleria Market",87,"Fast Food,Indian","> 250 & <= 500","28.460826,77.0790068","8",3
"83.4030",27532,"Khansama Al-quresh","DLF Phase 4",125,"Sushant Shopping Arcade",87,"North Indian,Mughlai","> 250 & <= 500","28.4606275,77.07955390000006","8",3
"83.4098",27889,"Cheesy Kneads","DLF Phase 4",239,"Cross Point Mall",87,"Continental,Italian","> 2500","28.4682268,77.0834582","8",3
"93.102",1357,"Haldiram's","DLF Phase 4",796,"Sahara Mall",87,"North Indian,Chinese,Desserts,South Indian,Fast Food","> 250 & <= 500","28.47986815846864,77.08687391799924","9",3
"93.369",5930,"Burger King","DLF Phase 4",564,"DLF Phase 4",87,"American,Fast Food","> 250 & <= 500","28.479018,77.080464","9",3
"93.991",11763,"Not Just Paranthas","DLF Phase 4",52,"DT City Central Mall",87,"Mughlai,Indian,Pakistani","> 250 & <= 500","28.479067,77.08035700000005","9",3
"93.1455",14967,"Mogli's Coffee","DLF Phase 4",221,"MG Road",87,"Cafe,Beverages","> 250 & <= 500","28.478975,77.08022699999992","9",3
"93.3285",23899,"Bueno","DLF Phase 4",14,"MGF Metropolis Mall",87,"Desserts,American,Italian,Mexican,Mediterranean","> 2500","28.4791293305493,77.0823432727691","9",3
"93.3379",24230,"Domino's Pizza","DLF Phase 4",0,"City Centre Mall",87,"Pizzas","> 2500","28.4791209,77.08007850000001","9",3
"93.3558",25173,"Shere Punjab","DLF Phase 4",41,"Beside Sahara Mall, MG Road",87,"North Indian","> 2500","28.479843505142867,77.08667392247617","9",3
"103.1618",15919,"Burger Point","DLF Phase 4",242,"Near Genpact",87,"Fast Food","<= 250","28.44976,77.09791599999994","10",3
"103.1837",17569,"Khan Chacha","DLF Phase 4",136,"One Horizon Centre",87,"Indian","> 2500","28.450525,77.09702300000004","10",3
"103.2144",19022,"GoGourmet","DLF Phase 4",38,"One Horizon Centre",87,"Cafe,Healthy Food","> 2500","28.451622,77.09671000000003","10",3
"103.2736",21335,"Bhai Ji Foods","DLF Phase 4",202,"Golf Course Road",87,"Indian","> 250 & <= 500","28.45478,77.09713999999997","10",3
"103.2903",22013,"Midnight Sutra","DLF Phase 4",23,"Sector 43",87,"North Indian,Chinese,Fast Food","> 2500","28.45012417369759,77.09062455641401","10",3
"103.2911",22032,"Carl's Jr.","DLF Phase 4",305,"One Horizon Centre",87,"American,Fast Food","> 250 & <= 500","28.4512,77.09803399999998","10",3
"103.3675",25763,"Falhari- A Fruitful Habit","DLF Phase 4",14,"Sector 43",87,"Beverages,Salads","<= 250","28.452583,77.09117200000003","10",3
"103.3804",26386,"The Gathering Hut","DLF Phase 4",184,"Golf Course Road",87,"North Indian,Chinese","> 250 & <= 500","28.45478,77.09713999999997","10",3
"113.30",832,"Burger Homes","DLF Phase 4",56,"DLF Phase 1",87,"Fast Food","> 250 & <= 500","28.471595334081858,77.10195646032707","11",3
"113.35",848,"Moets Coco Palm","DLF Phase 4",16,"DLF Phase 4",87,"South Indian","<= 250","28.47467,77.10489000000007","11",3
"113.247",4130,"Dana Choga's Kitchen","DLF Phase 4",114,"DLF Phase 1",87,"North Indian,Mughlai","> 2500","28.472267,77.10171200000002","11",3
"113.1446",14853,"Yumz","DLF Phase 4",21,"DLF Phase 1",87,"Chinese,Continental,Italian,Mexican,Indian","> 2500","28.472082596360718,77.10207110370482","11",3
"113.2250",19416,"Subway","DLF Phase 4",151,"DLF Phase 1",87,"American,Fast Food","> 250 & <= 500","28.4714021,77.10217549999993","11",3
"113.2479",20417,"Subway","DLF Phase 4",43,"Shopping Mall, Arjun Marg",87,"Fast Food","> 250 & <= 500","28.466174,77.09949400000005","11",3
"113.2592",20894,"Bhookhaa","DLF Phase 4",21,"Qutub plaza",87,"North Indian,Desserts,American,Continental,Italian,European,Cafe,Lebanese,Healthy Food,Salads,Pastas","> 2500","28.47255,77.10199499999999","11",3
"113.2756",21359,"Barista","DLF Phase 4",40,"Qutub Plaza",87,"Cafe,Beverages","> 250 & <= 500","28.471736,77.09973220000006","11",3
"113.3612",25370,"Chacha's Take Away","DLF Phase 4",93,"Qutab Plaza Market",87,"North Indian","> 250 & <= 500","28.4724358,77.1023958","11",3
"123.22",794,"Chef Style","DLF Phase 4",99,"DLF Phase 4",87,"North Indian","> 2500","28.467464,77.08178499999985","12",3
"123.1690",16411,"Crudo Juicery","DLF Phase 4",113,"Galleria Market",87,"Beverages","> 250 & <= 500","28.467464,77.08178499999985","12",3
"123.2906",22019,"Moti Mahal Delux","DLF Phase 4",10,"DLF Phase 4",87,"North Indian","> 2500","28.475727,77.09309299999995","12",3
"123.3590",25341,"Thaalicious by Handi Xpress","DLF Phase 4",233,"Galleria Market",87,"North Indian,Chinese","<= 250","28.4679671,77.0815571","12",3
"123.3599",25354,"Drunken Monkey","DLF Phase 4",148,"galleria",87,"Beverages","> 250 & <= 500","28.4679671,77.08155710000005","12",3
"123.166",1919,"L'Opera","DLF Phase 4",45,"DLF Galleria",87,"Desserts,Bakery","<= 250","28.4672974,77.08223769999995","12",3
"123.562",8642,"Burger Point","DLF Phase 4",747,"Galleria Market",87,"Fast Food","<= 250","28.467409,77.082268","12",3
"123.2598",20903,"Hotdog Factory","DLF Phase 4",111,"Galleria Complex",87,"Fast Food","> 250 & <= 500","28.466974,77.08221300000002","12",3
"123.2982",22341,"Coastal Reef","DLF Phase 4",390,"Galleria Market",87,"South Indian,Seafood,Coastal","> 2500","28.467533,77.08182799999986","12",3
"133.725",10300,"Bengali By Nature","DLF Phase 4",197,"Maruti Vihar",87,"North Indian,Bengali","> 250 & <= 500","28.476643,77.08262100000002","13",3
"133.729",10307,"Handi Xpress (MG Road)","DLF Phase 4",157,"Saraswati Vihar",87,"North Indian,Chinese,Mughlai","> 250 & <= 500","28.4761827,77.08273380000003","13",3
"133.1306",13630,"Rollmaal","DLF Phase 4",62,"DLF Phase 4",87,"Fast Food","> 250 & <= 500","28.462575,77.087043","13",3
"133.1550",15562,"Fig","DLF Phase 4",41,"Galleria Market",87,"Desserts,American,Continental,Italian,Mexican,Beverages,Healthy Food","> 250 & <= 500","28.47061,77.08415200000002","13",3
"133.1817",17281,"Mucchad's SamosaZz & More","DLF Phase 4",765,"Maruti Vihar",87,"North Indian,Fast Food,Mughlai,Street Food","<= 250","28.47532884936584,77.08215503704832","13",3
"133.2486",20425,"Burger Planet","DLF Phase 4",98,"Chaakkarpur",87,"North Indian,Chinese,Fast Food","<= 250","28.47713,77.08508899999993","13",3
"133.2735",21334,"Me Kong Bowl","DLF Phase 4",15,"Sushant Shopping Arcade",87,"Chinese,Thai,Asian","> 250 & <= 500","28.460566,77.08035900000004","13",3
"133.2742",21345,"Al Zaitoon","DLF Phase 4",29,"DLF Mega Mall",87,"Middle Eastern,Arabian","> 2500","28.475736,77.09303899999998","13",3
"133.3593",25344,"Thaalicious by Handi Xpress","DLF Phase 4",54,"Saraswati Vihar",87,"North Indian,Chinese","<= 250","28.4761064,77.0827341","13",3
"143.28",820,"Sum Yum Asia","DLF Phase 4",84,"DLF Phase 4",87,"Chinese,Thai,Asian","> 2500","28.462462,77.08728300000007","14",3
"143.340",5337,"Pizza Central","DLF Phase 4",155,"DLF Phase 4",87,"Fast Food,Pizzas","> 250 & <= 500","28.462542,77.08730500000001","14",3
"143.379",6045,"Giani's","DLF Phase 4",193,"DLF Phase 4",87,"Desserts,Ice Cream","<= 250","28.462433,77.08729500000004","14",3
"143.1520",15393,"Arabian Nites","DLF Phase 4",93,"Supermart-1",87,"Lebanese","> 250 & <= 500","28.46254,77.08726999999999","14",3
"143.4273",28753,"Kebabzaade","DLF Phase 4",16,"Supermart-1",87,"Mughlai","> 250 & <= 500","28.46254,77.08726999999999","14",3
